0,123.667,25.9665,123.699,25.8928
20,2,553,0.1,123.678,25.9286
20,2,554,0.1,123.688,25.9256
20,2,557,0.1,123.689,25.9224
21,0,713,0.1,13,0.02,123.688,25.922,123.688,25.9222,123.688,25.9222,123.688,25.9224,123.688,25.9224,123.688,25.9236,123.688,25.9236,123.686,25.9254,123.686,25.9254,123.683,25.9288,123.683,25.9288,123.682,25.9291,123.682,25.9291,123.68,25.9289,123.68,25.9289,123.677,25.9257,123.677,25.9257,123.676,25.9247,123.676,25.9247,123.676,25.9238,123.676,25.9238,123.68,25.9193,123.68,25.9193,123.681,25.9188,123.681,25.9188,123.684,25.9188
21,0,538,0.1,13,0.02,123.681,25.9188,123.68,25.9193,123.68,25.9193,123.676,25.9238,123.676,25.9238,123.676,25.9247,123.676,25.9247,123.677,25.9257,123.677,25.9257,123.68,25.9289,123.68,25.9289,123.682,25.9291,123.682,25.9291,123.683,25.9288,123.683,25.9288,123.686,25.9254,123.686,25.9254,123.688,25.9236,123.688,25.9236,123.688,25.9224,123.688,25.9224,123.688,25.9222,123.688,25.9222,123.688,25.922,123.688,25.922,123.687,25.9197
21,0,496,0.1,18,0.02,123.697,25.9392,123.699,25.939,123.699,25.939,123.701,25.9391,123.701,25.9391,123.703,25.9399,123.703,25.9399,123.703,25.9401,123.703,25.9401,123.703,25.9402,123.703,25.9402,123.704,25.9416,123.704,25.9416,123.704,25.9428,123.704,25.9428,123.703,25.9439,123.703,25.9439,123.703,25.9443,123.703,25.9443,123.703,25.9444,123.703,25.9444,123.707,25.944,123.707,25.944,123.711,25.9432,123.711,25.9432,123.713,25.9422,123.713,25.9422,123.714,25.9413,123.714,25.9413,123.715,25.9398,123.706,25.9345,123.701,25.9358,123.701,25.9358,123.698,25.9389,123.698,25.9389,123.697,25.9392
21,0,497,0.1,18,0.02,123.697,25.9392,123.697,25.9392,123.697,25.9392,123.696,25.9398,123.696,25.9398,123.695,25.9408,123.695,25.9408,123.695,25.942,123.695,25.942,123.696,25.9435,123.696,25.9435,123.697,25.9443,123.697,25.9443,123.698,25.9446,123.698,25.9446,123.702,25.9444,123.702,25.9444,123.703,25.9443,123.703,25.9443,123.703,25.9439,123.703,25.9439,123.704,25.9428,123.704,25.9428,123.704,25.9416,123.704,25.9416,123.703,25.9402,123.703,25.9402,123.703,25.9401,123.703,25.9401,123.703,25.9399,123.703,25.9399,123.701,25.9391,123.701,25.9391,123.699,25.939,123.699,25.939,123.697,25.9392
21,0,696,0.1,17,0.02,123.688,25.922,123.688,25.9222,123.688,25.9222,123.688,25.9224,123.688,25.9224,123.688,25.9236,123.688,25.9236,123.686,25.9254,123.686,25.9254,123.683,25.9288,123.683,25.9288,123.682,25.9291,123.682,25.9291,123.68,25.9289,123.68,25.9289,123.681,25.9318,123.681,25.9318,123.682,25.9327,123.682,25.9327,123.683,25.9331,123.683,25.9331,123.684,25.9331,123.684,25.9331,123.685,25.9324,123.685,25.9324,123.686,25.9314,123.686,25.9314,123.687,25.9282,123.687,25.9282,123.69,25.9238,123.69,25.9238,123.691,25.9218,123.691,25.9218,123.69,25.9197
21,0,500,0.1,37,0.02,123.673,25.9216,123.676,25.9265,123.676,25.9265,123.675,25.9304,123.675,25.9304,123.675,25.9316,123.675,25.9316,123.675,25.9317,123.675,25.9317,123.676,25.9324,123.676,25.9324,123.678,25.9326,123.678,25.9326,123.678,25.9327,123.678,25.9327,123.678,25.9325,123.678,25.9325,123.679,25.9324,123.679,25.9324,123.681,25.9318,123.681,25.9318,123.682,25.9327,123.682,25.9327,123.683,25.9331,123.683,25.9331,123.684,25.9331,123.684,25.9331,123.685,25.9324,123.685,25.9324,123.686,25.9314,123.686,25.9314,123.687,25.9282,123.687,25.9282,123.69,25.9238,123.69,25.9238,123.691,25.9218,123.691,25.9218,123.69,25.9197,123.677,25.9185,123.677,25.9186,123.677,25.9186,123.675,25.9192,123.675,25.9192,123.673,25.9202,123.673,25.9202,123.673,25.9205,123.673,25.9205,123.673,25.9216,123.688,25.922,123.688,25.9222,123.688,25.9222,123.688,25.9224,123.688,25.9224,123.688,25.9236,123.688,25.9236,123.686,25.9254,123.686,25.9254,123.683,25.9288,123.683,25.9288,123.682,25.9291,123.682,25.9291,123.68,25.9289,123.68,25.9289,123.677,25.9257,123.677,25.9257,123.676,25.9247,123.676,25.9247,123.676,25.9238,123.676,25.9238,123.68,25.9193,123.68,25.9193,123.681,25.9188,123.681,25.9188,123.684,25.9188
21,0,501,0.1,12,0.02,123.675,25.9192,123.675,25.9175,123.675,25.9175,123.675,25.916,123.668,25.9168,123.667,25.9184,123.667,25.9184,123.668,25.9199,123.668,25.9199,123.668,25.92,123.668,25.92,123.668,25.9201,123.668,25.9201,123.668,25.9202,123.668,25.9202,123.671,25.9209,123.671,25.9209,123.673,25.9216,123.673,25.9216,123.673,25.9205,123.673,25.9205,123.673,25.9202,123.673,25.9202,123.675,25.9192
